caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
"Schmidt bus stop crash (Jimenez, Allen, Williams families)",Nevada,Clark,2007,Pedestrian Accident,Wrongful Death,verdict,1000000,"A driver lost control of her Ford Explorer and struck a bus stop near Smoke Ranch and Rock Springs roads in Las Vegas in March 2005, killing four people including three teenagers. The November 2007 jury verdict awarded $1 million total, $250,000 per victim, and cleared the City of Las Vegas of liability.",Las Vegas Review-Journal
Beck v. Northside Medical,New York,,2007,Medical Malpractice,Back Injury,settlement,900000,"In an action to recover damages for medical malpractice, the defendant Wyckoff Heights Medical Center appeals from a judgment of the Supreme Court, Kings County (Steinhardt, J.",CourtListener
"Braulio Lara v. Weeks Marine, Inc.",Texas,,2007,Other,Other,verdict,230000,"Other jury verdict of $230,000 in Texas.",CourtListener
"Rath v. Carbondale Nursing & Rehabilitation Center, Inc.",Illinois,,2007,Medical Malpractice,Back Injury,verdict,200000,The jury returned a verdict in favor of plaintiff in the amount of $200.,CourtListener
Randall v. Concordia Nursing Home,Louisiana,,2007,Medical Malpractice,Wrongful Death,verdict,150000,"After a jury trial, the plaintiff was awarded $150.",CourtListener
Mayes v. Second Injury Fund,Indiana,,2007,Workplace Injury,Back Injury,settlement,100000,"The Guaranty Fund awarded Mayes the $100,000 statutory maximum.",CourtListener
Begalke v. Sterling Truck Corp.,Wisconsin,,2007,Truck Accident,Burns,verdict,74942,"In this civil action for monetary relief, plaintiffs Ken Begalke and Sandra Begalke bring claims under the Wisconsin Lemon Law, Wis.",CourtListener
Becker v. Keasler,Louisiana,,2007,Premises Liability,Burns,verdict,35000,The trial court awarded Becker $2.,CourtListener
Texas Department of Public Safety v. Frederick Dean Boswell,Texas,,2007,Bus Accident,Back Injury,settlement,32500,"Bus Accident settlement of $32,500 in Texas.",CourtListener
"Flatt v. Atwood Manor Nursing Ctr., 3-06-26 (10-9-2007)",Ohio,,2007,Medical Malpractice,Back Injury,verdict,25000,"The trial court took the matter under advisement, and on October 27, 2006, the court filed its judgment entry ordering $25,000 in damages to Flatt.",CourtListener
Hogan v. Washington Nursing Facility Ltd. Partnership,District of Columbia,,2007,Medical Malpractice,Back Injury,settlement,21573,"Conley’s injury, it awarded $0 for pain and suffering.",CourtListener
McLeod v. Mt. Sinai Medical Center,Ohio,,2006,Medical Malpractice,Knee Injury,verdict,30000000,Medical Malpractice jury verdict of $30.0 million in Ohio.,CourtListener
Paek v. City of New York,New York,,2006,Premises Liability,Traumatic Brain Injury,verdict,9000000,Plaintiff suffered a devastating traumatic brain injury resulting in multiple cognitive impairments. Jury awarded $9 million for future pain and suffering.,CourtListener
"Valley Medical Facilities, Inc. v. Pennsylvania Property & Casualty Insurance Guaranty Ass'n",Pennsylvania,,2006,Medical Malpractice,Other,settlement,5000000,"The verdict was subsequently molded to $4,846.",CourtListener
,Colorado,,2006,Medical Malpractice,Traumatic Brain Injury,verdict,3900000,"Largest Verdict in Fort Collins, for a Woman Paralyzed Due to Misdiagnosis David Woodruff helped his client receive a $3.9 million verdict, the largest ever in Fort Collins, in a case where a woman was paralyzed on her right side due to a misdiagnosis in the Emergency Room in 2006. The woman was treated for a migraine and discharged from the ER when in fact she had a bleed on her brai.",News
Hebert v. Rapides Parish Police Jury,Louisiana,,2006,Bus Accident,Wrongful Death,verdict,1568871.24,Should the judgment be amended to reflect survival damages in the amount of $34.,CourtListener
"Pozzi Window Company, Plaintiff-Counter-Defendant-Appellee v. Auto-Owners Insurance, Defendant-Counter-Claimant-Third Party-Plaintiff-Appellant Cross-Appellee v. Coral Construction of South Florida, Inc., James Irby, Third-Party-Defendants",Pennsylvania,,2006,Premises Liability,Back Injury,settlement,1000000,"The jury found in Pozzi's favor and awarded Pozzi $500,000 in punitive damages on the bad faith claim.",CourtListener
"Cockerham v. LaSalle Nursing Home, Inc.",Louisiana,,2006,Medical Malpractice,Wrongful Death,settlement,432000,The jury awarded a total of $50.,CourtListener
"Settlement Funding, LLC v. Garcia",Texas,,2006,Workplace Injury,Other,settlement,395954.7,"Based on an Affidavit of General Counsel for Settlement Funding, as of February 15, 2006, Settlement Funding is due $395.",CourtListener
Fryer v. Maimonides Medical Center,New York,,2006,Medical Malpractice,Other,verdict,300000,The jury verdict as to damages for future pain and suffering was contrary to a fair interpretation of the evidence and was reduced on appeal.,CourtListener
Jackson v. TULANE MEDICAL CENTER HOSP.,Louisiana,,2006,Medical Malpractice,Back Injury,verdict,250000,"Medical Malpractice jury verdict of $250,000 in Louisiana.",CourtListener
Flintkote Co. v. General Accident Assurance Co.,California,,2006,Premises Liability,Wrongful Death,verdict,200000,"The limitation of liability clause provides, in relevant part, as follows: In respect of coverages A [bodily injury] and B [property damage], the liability of the Company for all damages, including damages for care and loss of services, arising out of bodily injury t.",CourtListener
Ruby v. Budget Rent A Car Corp.,New York,,2005,Car Accident,Spinal Cord Injury,verdict,24552000,Car Accident jury verdict of $24.6 million in New York.,CourtListener
Hutchinson v. Penske Truck Leasing Co.,Pennsylvania,,2005,Truck Accident,Broken Bones,verdict,10000000,Truck Accident jury verdict of $10.0 million in Pennsylvania.,CourtListener
"Kristi W. Dorn, Personal Representative Est Larry M. Dorn v. Burlington Northern Santa Fe Railroad Company",Montana,,2005,Truck Accident,Wrongful Death,verdict,6655200,"> CALLAHAN, Circuit Judge: This is an appeal from a jury verdict awarding the plaintiff in a wrongful-death and survivorship action $6,655,200 in compensatory and punitive damages.",CourtListener
"Truck Insurance Exchange v. Prairie Framing, LLC",Missouri,,2005,Truck Accident,Wrongful Death,settlement,5775000,Truck Accident settlement of $5.8 million in Missouri.,CourtListener
"Andrea Smith, Personal Representative of the Estate of Kelly Snider Smith, Deceased v. Botsford General Hospital",Ohio,,2005,Medical Malpractice,Wrongful Death,verdict,5000000,"Following a trial, the jury found in favor of Plaintiff and awarded $35.",CourtListener
Hopper v. Regional Scaffolding & Hoisting Co.,New York,,2005,Workplace Injury,Spinal Cord Injury,settlement,2900000,"), entered on or about April 8, 2004, which, after a jury verdict in plaintiffs’ favor, denied that portion of defendant Regional’s posttrial motion to set aside the verdict on liability and granted that portion seeking to set aside the damage awards as excessive only to the extent of ordering a.",CourtListener
Medical Mutual Liability Insurance Society v. Davis,Maryland,,2005,Other,Other,verdict,2350000,"The appellees claimed that additional post- judgment interest on the judgment had become due during the litigation and, what’s more, has remained unpaid.",CourtListener
"Carolina Casualty Insurance Company, Intervenor/plaintiff-Appellant v. E.C. Trucking",Indiana,,2005,Truck Accident,Wrongful Death,settlement,2250000,Truck Accident settlement of $2.3 million in Indiana.,CourtListener
Armstrong ex rel. Armstrong v. Brookdale University Hospital & Medical Center,New York,,2005,Medical Malpractice,Other,settlement,1500000,"In response to question IV, the jury awarded Chanel $.",CourtListener
Nohar v. Jamaica Hospital Medical Center,New York,,2005,Medical Malpractice,Other,settlement,1000000,Medical Malpractice settlement of $1 million in New York.,CourtListener
In Re Silica Products Liability Litigation,Texas,,2005,Other,Back Injury,verdict,825000,The claims of every Plaintiff in each of the 90 cases listed in “Appendix A” (attached hereto) will be REMANDED for lack of subject-matter jurisdiction.,CourtListener
Sow v. Arias,New York,,2005,Car Accident,Soft Tissue Injury,verdict,450000,"Car Accident jury verdict of $450,000 in New York.",CourtListener
Papa v. Kilroy,New York,,2005,Truck Accident,Shoulder Injury,verdict,300000,"The jury apportioned liability 45% to defendant and 55% to plaintiff and judgment for plaintiffs in the amount of $300,000 was entered.",CourtListener
"Provost v. USA Truck, Inc.",Louisiana,,2005,Truck Accident,Wrongful Death,verdict,250000,The jury rendered a verdict awarding the sum of $75.,CourtListener
"Pitts v. Empire Electrical Contractors, Inc.",New York,,2005,Truck Accident,Other,verdict,180600,"Truck Accident jury verdict of $180,600 in New York.",CourtListener
Nance ex rel. Nance v. Labadie,Massachusetts,,2005,Medical Malpractice,Soft Tissue Injury,settlement,100000,"In addition to those damages, Brittany and her family have had a direct financial loss of $.",CourtListener
"Cassidy v. Avis Rent A Car System, Inc.",Florida,,2005,Car Accident,Soft Tissue Injury,verdict,70000,"Jury awarded $70,000 in a rental car accident case. The verdict was reduced by 50% for comparative negligence.",CourtListener
Knox v. Calcasieu Parish Police Jury,Louisiana,,2005,Medical Malpractice,Back Injury,verdict,12500,"Medical Malpractice jury verdict of $12,500 in Louisiana.",CourtListener
Schifelbine v. Foster Wheeler Corp.,New York,,2004,Car Accident,Spinal Cord Injury,settlement,23368209,"The judgment awarded plaintiff money damages upon a jury verdict in the amount of $23,218.",CourtListener
"Shoughrue v. St. Mary's Medical Center, Inc.",Tennessee,,2004,Medical Malpractice,Wrongful Death,settlement,22500000,Medical Malpractice settlement of $22.5 million in Tennessee.,CourtListener
Dinkleman v. State of California,California,,2004,Truck Accident,Other,settlement,12500000,Los Angeles/San Bernardino Gary A. Dordick and his colleagues $12.5 million settlement representing numerous family members in a single-vehicle crash that occurred on Interstate15. The driver of the motor home drifted off the roadway and struck a concrete culvert causing extensive damage to the vehicle.,News
Bridgestone Firestone North America Tire v. A.P.S. Rent a Car & Leasing,Arizona,,2004,Bus Accident,Wrongful Death,verdict,9539838,"” ¶6 After a seven-day trial, the jury awarded $9,539,838 in compensatory damages to the Naranjos.",CourtListener
Catastrophic Construction Worker Injury (MI),Michigan,,2004,Workplace Injury,Other,settlement,5500000,Construction worker suffered catastrophic injuries on the job.,News
Outar v. City of New York,New York,,2004,Truck Accident,Spinal Cord Injury,verdict,4945793,Truck Accident jury verdict of $4.9 million in New York.,CourtListener
"Wells v. Tru-Mark Grain, Inc.",Mississippi,,2004,Truck Accident,Wrongful Death,verdict,1413304,"The jury assessed damages of $270,000, but found the defendants only thirty percent liable.",CourtListener
Pedestrian Killed by Bus (MI),Michigan,,2004,Bus Accident,Wrongful Death,settlement,1000000,Pedestrian struck and killed by a bus.,News
Ramirez v. City of New York,New York,,2004,Car Accident,Broken Bones,verdict,979000,"Car Accident jury verdict of $979,000 in New York.",CourtListener
"Muff v. Lallave Transportation, Inc.",New York,,2004,Motorcycle Accident,Shoulder Injury,verdict,879968.46,"Following a trial, plaintiff was awarded $879.",CourtListener
Alfa Insurance Corp. v. Ryals ex rel. Ryals,Mississippi,,2004,Truck Accident,Wrongful Death,settlement,670000,"Alfa Insurance Corporation appeals from a final judgment of the Circuit Court of Forrest County for the plaintiff, Kenneth Wayne Ryals, as administrator on behalf of the wrongful death beneficiaries of Kenneth Ryals and Georgia Ryals, and an award of $210,000 for each of the deaths.",CourtListener
Morohoshi v. Pacific Home,California,,2004,Bus Accident,Wrongful Death,verdict,600000,The verdict awarded the Morohoshis economic damages of $5.,CourtListener
Alfa Insurance Corp. v. Ryals,Mississippi,,2004,Car Accident,Wrongful Death,verdict,210000,"Wrongful death verdict of $210,000 awarded to the administrator on behalf of the beneficiaries in a motor vehicle negligence case in Forrest County.",CourtListener
"Brant v. Dollar Rent a Car Systems, Inc.",Florida,,2004,Workplace Injury,Other,verdict,75000,"Workplace Injury jury verdict of $75,000 in Florida.",CourtListener
Liquor Liability Joint Underwriting Ass'n v. Great American Insurance,Massachusetts,,2003,Bus Accident,Wrongful Death,settlement,2100000,Introduction These consolidated cases were brought in response to a default judgment for $.,CourtListener
Guevara v. Medical Professional Mutual Insurance,Massachusetts,,2003,Medical Malpractice,Back Injury,settlement,2000000,"Prior to trial, the plaintiffs’ settlement demand was $2 million.",CourtListener
"Patricia Bowman, Plaintiff-Appellee/cross-Appellant v. Corrections Corporation of America, Defendant-Appellant/cross-Appellee",Ohio,,2003,Medical Malpractice,Wrongful Death,verdict,1000000,"§ 1983 , naming as defendants, among others, the Corrections Corporation of America (CCA), Kevin Myers, the warden of CCA’s South Central Facility, and Dr.",CourtListener
Wilson v. Livingston,New York,,2003,Premises Liability,Back Injury,settlement,450000,"In an action to recover damages for personal injuries, etc.",CourtListener
