caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
O’Malley v. Liberty Mutual Ins. Co.,New Jersey,,2019,Car Accident,Other,verdict,250000,"New Jersey verdict of $250,000 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as O’Malley v. Liberty Mutual Ins. Co.. Listed by TopVerdict.",TopVerdict
Persaud v. Talbot,New York,,2019,Car Accident,Other,settlement,250000,"New York settlement of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Persaud v. Talbot. Listed by TopVerdict.",TopVerdict
Symanski v. Panaro,New Jersey,,2019,Car Accident,Other,verdict,250000,"New Jersey verdict of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Symanski v. Panaro. Listed by TopVerdict.",TopVerdict
Tackett v. Pineda,Texas,,2019,Car Accident,Other,settlement,250000,"Texas settlement of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Underinsured Motorist. Reported as Tackett v. Pineda. Listed by TopVerdict.",TopVerdict
Torgerson v. Allstate Property and Casualty Ins. Co.,Texas,,2019,Car Accident,Other,verdict,250000,"Texas verdict of $250,000 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Torgerson v. Allstate Property and Casualty Ins. Co.. Listed by TopVerdict.",TopVerdict
"Walker v. Shamayeva, et al.",New York,,2019,Car Accident,Other,verdict,250000,"New York verdict of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Walker v. Shamayeva, et al.. Listed by TopVerdict.",TopVerdict
"Trevino, et al. v. Tijerina, et al.",Texas,,2019,Car Accident,Other,verdict,249812,"Texas verdict of $249,812 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Trevino, et al. v. Tijerina, et al.. Listed by TopVerdict.",TopVerdict
Chumpulpackdee v. Conrad,California,,2019,Car Accident,Other,verdict,247500,"California verdict of $247,500 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Chumpulpackdee v. Conrad. Listed by TopVerdict.",TopVerdict
"Puentes, et al. v. Smith",Texas,,2019,Car Accident,Other,verdict,247464,"Texas verdict of $247,464 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Puentes, et al. v. Smith. Listed by TopVerdict.",TopVerdict
Johnson v. Rittenhouse,Florida,,2019,Car Accident,Other,verdict,246540,"Florida verdict of $246,540 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Johnson v. Rittenhouse. Listed by TopVerdict.",TopVerdict
Garza v. Rogers,Texas,,2019,Car Accident,Other,settlement,245000,"Texas settlement of $245,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Garza v. Rogers. Listed by TopVerdict.",TopVerdict
"Walker v. Lewis, et al.",New Jersey,,2019,Car Accident,Other,settlement,245000,"New Jersey settlement of $245,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Walker v. Lewis, et al.. Listed by TopVerdict.",TopVerdict
Johnson v. Morris,Colorado,,2019,Car Accident,Other,verdict,240397,"Colorado verdict of $240,397 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Property Damage. Reported as Johnson v. Morris. Listed by TopVerdict.",TopVerdict
"Feola v. Montanaro, et al.",New Jersey,,2019,Car Accident,Other,settlement,240000,"New Jersey settlement of $240,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Feola v. Montanaro, et al.. Listed by TopVerdict.",TopVerdict
"Schademann v. Crawford, et al.",Illinois,,2019,Car Accident,Other,verdict,240000,"Illinois verdict of $240,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Schademann v. Crawford, et al.. Listed by TopVerdict.",TopVerdict
"Windt v. Becerril, et al.",Colorado,,2019,Car Accident,Other,verdict,239913,"Colorado verdict of $239,913 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Windt v. Becerril, et al.. Listed by TopVerdict.",TopVerdict
"Valles, et al. v. Granflor",Texas,,2019,Car Accident,Other,verdict,238916,"Texas verdict of $238,916 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Head-on Collision. Reported as Valles, et al. v. Granflor. Listed by TopVerdict.",TopVerdict
Baksh v. Doukakis,New York,,2019,Car Accident,Other,settlement,237500,"New York settlement of $237,500 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Baksh v. Doukakis. Listed by TopVerdict.",TopVerdict
Saenz v. Allstate Fire & Casualty Ins. Co.,Texas,,2019,Car Accident,Other,verdict,235195,"Texas verdict of $235,195 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Saenz v. Allstate Fire & Casualty Ins. Co.. Listed by TopVerdict.",TopVerdict
Swallow v. Allstate Property and Casualty Ins. Co.,Florida,,2019,Car Accident,Other,verdict,233231,"Florida verdict of $233,231 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Swallow v. Allstate Property and Casualty Ins. Co.. Listed by TopVerdict.",TopVerdict
"Pantoja v. Green Cab of Orlando Inc., et al.",Florida,,2019,Car Accident,Other,verdict,231555,"Florida verdict of $231,555 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Pantoja v. Green Cab of Orlando Inc., et al.. Listed by TopVerdict.",TopVerdict
Cole v. Santa Cruz,New York,,2019,Car Accident,Other,verdict,230000,"New York verdict of $230,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Cole v. Santa Cruz. Listed by TopVerdict.",TopVerdict
"Kania v. Umstead, et al.",New Jersey,,2019,Car Accident,Other,settlement,230000,"New Jersey settlement of $230,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Head-on Collision. Reported as Kania v. Umstead, et al.. Listed by TopVerdict.",TopVerdict
Lochard v. Jeanbaptiste,New York,,2019,Car Accident,Other,verdict,226000,"New York verdict of $226,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Lochard v. Jeanbaptiste. Listed by TopVerdict.",TopVerdict
Crozier v. Russell,New York,,2019,Car Accident,Other,settlement,225000,"New York settlement of $225,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Crozier v. Russell. Listed by TopVerdict.",TopVerdict
"Dealmeida v. Shea Nassau Suffolk Delivery Corp., et al.",New Jersey,,2019,Car Accident,Other,settlement,225000,"New Jersey settlement of $225,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Dealmeida v. Shea Nassau Suffolk Delivery Corp., et al.. Listed by TopVerdict.",TopVerdict
Hirliman v. Gilbert,New York,,2019,Car Accident,Other,settlement,225000,"New York settlement of $225,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Hirliman v. Gilbert. Listed by TopVerdict.",TopVerdict
Roberts v. Gore,California,,2019,Car Accident,Other,settlement,225000,"California settlement of $225,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Roberts v. Gore. Listed by TopVerdict.",TopVerdict
Sabovic v. Profetto,New York,,2019,Car Accident,Other,verdict,225000,"New York verdict of $225,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Sabovic v. Profetto. Listed by TopVerdict.",TopVerdict
Hernandez v. Goodwin,Florida,,2019,Car Accident,Other,verdict,223059,"Florida verdict of $223,059 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Hernandez v. Goodwin. Listed by TopVerdict.",TopVerdict
"Flatt v. Guidi, et al.",New Jersey,,2019,Car Accident,Other,settlement,220000,"New Jersey settlement of $220,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Flatt v. Guidi, et al.. Listed by TopVerdict.",TopVerdict
Reilly v. Estate of Davis,Florida,,2019,Car Accident,Wrongful Death,verdict,214559,"Florida verdict of $214,559 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Reilly v. Estate of Davis. Listed by TopVerdict.",TopVerdict
"Coulton v. Johnson, et al.",Florida,,2019,Car Accident,Other,verdict,214027,"Florida verdict of $214,027 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Coulton v. Johnson, et al.. Listed by TopVerdict.",TopVerdict
"Ibanez v. Lopez, et al.",Florida,,2019,Car Accident,Other,verdict,213010,"Florida verdict of $213,010 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Ibanez v. Lopez, et al.. Listed by TopVerdict.",TopVerdict
"Braxton v. Camp, et al.",Illinois,,2019,Car Accident,Other,verdict,209329,"Illinois verdict of $209,329 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Braxton v. Camp, et al.. Listed by TopVerdict.",TopVerdict
Pham v. Wilson,California,,2019,Car Accident,Other,verdict,208775,"California verdict of $208,775 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Pham v. Wilson. Listed by TopVerdict.",TopVerdict
Snyder v. Knowles,Tennessee,Knox,2019,Car Accident,Broken Bones,verdict,207836,"Tennessee jury verdict of $207,836 in Knox County (2019).",Tennessee Jury Verdict Reporter
"Longobardi v. Natt Leasing Inc., et al.",New York,,2019,Car Accident,Other,verdict,204542,"New York verdict of $204,542 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Longobardi v. Natt Leasing Inc., et al.. Listed by TopVerdict.",TopVerdict
"Simonsen v. Porter, et al.",Florida,,2019,Car Accident,Other,verdict,203777,"Florida verdict of $203,777 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Simonsen v. Porter, et al.. Listed by TopVerdict.",TopVerdict
Stogsdill v. Rucobo-Gordillo,Colorado,,2019,Car Accident,Other,verdict,203272,"Colorado verdict of $203,272 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Stogsdill v. Rucobo-Gordillo. Listed by TopVerdict.",TopVerdict
E.R. v. Camara,California,,2019,Car Accident,Other,settlement,203001,"California settlement of $203,001 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as E.R. v. Camara. Listed by TopVerdict.",TopVerdict
,Pennsylvania,,2019,Car Accident,Soft Tissue Injury,settlement,200000,Rear-end collision caused by distracted driving.,News
Albarran v. Bobka,Illinois,,2019,Car Accident,Other,verdict,200000,"Illinois verdict of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Albarran v. Bobka. Listed by TopVerdict.",TopVerdict
Allahverdian v. Gundrachyan,California,,2019,Car Accident,Other,verdict,200000,"California verdict of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Allahverdian v. Gundrachyan. Listed by TopVerdict.",TopVerdict
Barlis v. Toro-Lopez,New York,,2019,Car Accident,Other,verdict,200000,"New York verdict of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Barlis v. Toro-Lopez. Listed by TopVerdict.",TopVerdict
"Blaylock v. Cannon Copiers, et al.",New Jersey,,2019,Car Accident,Other,settlement,200000,"New Jersey settlement of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Blaylock v. Cannon Copiers, et al.. Listed by TopVerdict.",TopVerdict
"Buri v. Hernandez-Fabian, et al.",New York,,2019,Car Accident,Other,verdict,200000,"New York verdict of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Buri v. Hernandez-Fabian, et al.. Listed by TopVerdict.",TopVerdict
"Carbajal v. N. Patel, et al.",New Jersey,,2019,Car Accident,Other,verdict,200000,"New Jersey verdict of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Uninsured Motorist. Reported as Carbajal v. N. Patel, et al.. Listed by TopVerdict.",TopVerdict
Cooper v. Lukshides,New Jersey,,2019,Car Accident,Traumatic Brain Injury,settlement,200000,"New Jersey settlement of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Cooper v. Lukshides. Listed by TopVerdict.",TopVerdict
"Giacobbe v. Krueger, et al.",New Jersey,,2019,Car Accident,Other,settlement,200000,"New Jersey settlement of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Property Damage. Reported as Giacobbe v. Krueger, et al.. Listed by TopVerdict.",TopVerdict
"K.K. v. Gradman, et al.",New Jersey,,2019,Car Accident,Traumatic Brain Injury,settlement,200000,"New Jersey settlement of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as K.K. v. Gradman, et al.. Listed by TopVerdict.",TopVerdict
"Keller v. Eddy, et al.",New Jersey,,2019,Car Accident,Other,verdict,200000,"New Jersey verdict of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Keller v. Eddy, et al.. Listed by TopVerdict.",TopVerdict
Lasater v. Mandzhikyan,California,,2019,Car Accident,Other,verdict,200000,"California verdict of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Lasater v. Mandzhikyan. Listed by TopVerdict.",TopVerdict
"Mancini v. Younes, et al.",New Jersey,,2019,Car Accident,Other,verdict,200000,"New Jersey verdict of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Mancini v. Younes, et al.. Listed by TopVerdict.",TopVerdict
Reed v. Geico,New Jersey,,2019,Car Accident,Other,verdict,200000,"New Jersey verdict of $200,000 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Reed v. Geico. Listed by TopVerdict.",TopVerdict
Rudolph v. Touhey,New York,,2019,Car Accident,Other,verdict,200000,"New York verdict of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Rudolph v. Touhey. Listed by TopVerdict.",TopVerdict
"Sorto v. Sierra, et al.",New Jersey,,2019,Car Accident,Other,verdict,200000,"New Jersey verdict of $200,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Sorto v. Sierra, et al.. Listed by TopVerdict.",TopVerdict
Cole v. Samardzija,Illinois,,2019,Car Accident,Other,verdict,198740,"Illinois verdict of $198,740 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Cole v. Samardzija. Listed by TopVerdict.",TopVerdict
Payton v. Dunkle,Florida,,2019,Car Accident,Other,verdict,197792,"Florida verdict of $197,792 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Payton v. Dunkle. Listed by TopVerdict.",TopVerdict
"Kurzon v. Rawson, et al.",California,,2019,Car Accident,Other,verdict,197395,"California verdict of $197,395 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Kurzon v. Rawson, et al.. Listed by TopVerdict.",TopVerdict
Vignes v. Allstate Fire & Casualty Ins. Co.,Florida,,2019,Car Accident,Other,verdict,195000,"Florida verdict of $195,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Underinsured Motorist. Reported as Vignes v. Allstate Fire & Casualty Ins. Co.. Listed by TopVerdict.",TopVerdict
